Fecha,Hora,Epicentro,Latitud,Longitud,Profundidad,Mag,Máxima intensidad sísmica
2000-06-29,12:34:27,Cerca de Niijima y Kozushima,34.236666666666665,139.17166666666665,13 km,5.1,Intensidad sísmica 4
2000-06-29,12:11:52,Cerca de Niijima y Kozushima,34.235,139.16,12 km,5.4,Intensidad sísmica 5 débil
2000-06-29,11:56:22,Cerca de Niijima y Kozushima,34.218333333333334,139.19,11 km,5.3,Intensidad sísmica 4
2000-06-29,11:55:14,Cerca de Niijima y Kozushima,34.24666666666667,139.14499999999998,11 km,4.4,Intensidad sísmica 4
2000-06-29,01:15:19,Cerca de: Miyakejima,34.12166666666667,139.36666666666667,15 km,5.3,Intensidad sísmica 4
2000-06-28,21:33:05,Cerca de: Miyakejima,34.108333333333334,139.41833333333332,14 km,4.5,Intensidad sísmica 4
2000-06-28,18:25:47,Cerca de: Miyakejima,34.18333333333333,139.35833333333332,15 km,5.2,Intensidad sísmica 4
2000-06-28,12:40:08,Cerca de: Miyakejima,34.1,139.42,15 km,4.6,Intensidad sísmica 4
2000-06-28,03:46:51,Cerca de: Miyakejima,34.10166666666667,139.43666666666667,14 km,4.4,Intensidad sísmica 4
2000-06-27,22:43:10,Cerca de: Miyakejima,34.10666666666667,139.42166666666665,14 km,4.3,Intensidad sísmica 4
2000-06-27,20:19:01,Cerca de: Miyakejima,34.108333333333334,139.41833333333332,12 km,4.4,Intensidad sísmica 4
2000-06-27,18:42:21,Cerca de: Miyakejima,34.108333333333334,139.42166666666665,14 km,4.0,Intensidad sísmica 4
2000-06-27,17:34:31,Cerca de: Miyakejima,34.10333333333333,139.43666666666667,12 km,3.6,Intensidad sísmica 4
2000-06-27,17:33:12,Cerca de: Miyakejima,34.098333333333336,139.43666666666667,6 km,3.8,Intensidad sísmica 4
2000-06-27,17:09:12,Cerca de: Miyakejima,34.10666666666667,139.42999999999998,12 km,4.6,Intensidad sísmica 4
2000-06-27,16:04:22,Cerca de: Miyakejima,34.10666666666667,139.42666666666665,12 km,4.5,Intensidad sísmica 4
2000-06-27,15:11:02,Cerca de: Miyakejima,34.10333333333333,139.43666666666667,12 km,4.8,Intensidad sísmica 4
2000-06-27,14:25:14,Cerca de: Miyakejima,34.10166666666667,139.43666666666667,12 km,4.5,Intensidad sísmica 4
2000-06-27,14:05:26,Cerca de: Miyakejima,34.10166666666667,139.43333333333334,11 km,4.6,Intensidad sísmica 4
2000-06-27,11:44:42,Cerca de: Miyakejima,34.1,139.46499999999995,10 km,4.0,Intensidad sísmica 4
2000-06-25,15:34:45,Frente a la costa oriental de la península de Osumi,31.041666666666668,131.63,36 km,6.0,Intensidad sísmica 4
2000-06-13,01:54:14,Apagado Kushiro,42.90833333333333,144.71666666666667,59 km,4.7,Intensidad sísmica 4
2000-06-08,18:58:51,"Región de Kumamoto, Kumamoto",32.68333333333333,130.75833333333333,10 km,4.0,Intensidad sísmica 4
2000-06-08,09:32:46,"Región de Kumamoto, Kumamoto",32.69166666666666,130.76166666666666,10 km,5.0,Intensidad sísmica 5 débil
2000-06-07,06:16:43,Frente a la costa occidental de Ishikawa,36.825,135.56166666666667,21 km,6.2,Intensidad sísmica 5 débil
2000-06-03,17:54:47,Frente a la costa oriental de Chiba,35.68833333333333,140.74499999999998,48 km,6.1,Intensidad sísmica 5 débil
2000-05-16,19:40:25,Frente a la costa de Ibaraki,36.42833333333333,140.71166666666664,55 km,4.8,Intensidad sísmica 4
2000-04-29,18:34:54,Central Oita,33.32,131.485,11 km,4.2,Intensidad sísmica 4
2000-04-15,02:41:10,Frente a la costa sur de la prefectura de Wakayama,33.64333333333333,135.385,42 km,4.9,Intensidad sísmica 4
2000-04-14,21:53:21,Cerca de Niijima y Kozushima,34.21666666666667,139.14666666666665,11 km,3.5,Intensidad sísmica 4
2000-04-10,06:30:38,Ibaraki meridional,36.19,140.06,55 km,4.8,Intensidad sísmica 4
2000-04-07,15:54:27,"Región de Joetsu, Niigata",37.001666666666665,138.4,15 km,4.3,Intensidad sísmica 4
2000-04-01,03:12:23,Región de Iburi Occidental,42.50333333333333,140.82666666666665,7 km,4.9,Intensidad sísmica 5 débil
2000-03-31,11:05:27,Región de Iburi Occidental,42.53,140.82666666666665,4 km,3.1,Intensidad sísmica 4
2000-03-31,07:00:41,Región de Iburi Occidental,42.516666666666666,140.81333333333333,7 km,3.8,Intensidad sísmica 4
2000-03-31,05:52:41,Región de Iburi Occidental,42.52333333333333,140.81166666666667,5 km,3.1,Intensidad sísmica 4
2000-03-31,01:18:00,Región de Iburi Occidental,42.515,140.82333333333332,1 km,3.4,Intensidad sísmica 4
2000-03-31,01:09:05,Región de Iburi Occidental,42.50666666666667,140.82833333333332,6 km,3.7,Intensidad sísmica 4
2000-03-31,00:24:03,Región de Iburi Occidental,42.535,140.82666666666665,5 km,3.1,Intensidad sísmica 4
2000-03-30,22:01:14,Región de Iburi Occidental,42.52,140.81,5 km,3.7,Intensidad sísmica 4
2000-03-30,21:45:48,Región de Iburi Occidental,42.515,140.845,5 km,2.9,Intensidad sísmica 4
2000-03-30,21:12:39,Región de Iburi Occidental,42.52166666666667,140.85,4 km,2.9,Intensidad sísmica 4
2000-03-30,20:36:43,Región de Iburi Occidental,42.52333333333333,140.815,4 km,3.6,Intensidad sísmica 4
2000-03-30,19:30:22,Región de Iburi Occidental,42.52666666666666,140.80833333333334,6 km,3.6,Intensidad sísmica 4
2000-03-30,18:51:55,Región de Iburi Occidental,42.513333333333335,140.83166666666665,7 km,4.2,Intensidad sísmica 4
2000-03-30,18:23:03,Región de Iburi Occidental,42.51,140.82166666666666,7 km,3.6,Intensidad sísmica 4
2000-03-30,18:16:59,Región de Iburi Occidental,42.535,140.82833333333332,4 km,4.2,Intensidad sísmica 5 débil
2000-03-30,17:13:28,Región de Iburi Occidental,42.52666666666666,140.81333333333333,5 km,4.5,Intensidad sísmica 5 débil
2000-03-30,17:06:46,Región de Iburi Occidental,42.513333333333335,140.84,6 km,3.1,Intensidad sísmica 4
2000-03-30,17:02:30,Región de Iburi Occidental,42.51166666666666,140.825,6 km,3.0,Intensidad sísmica 4
2000-03-30,16:33:36,Región de Iburi Occidental,42.525,140.82,4 km,3.2,Intensidad sísmica 4
2000-03-30,15:09:05,Región de Iburi Occidental,42.531666666666666,140.85,5 km,3.2,Intensidad sísmica 4
2000-03-30,14:30:25,Región de Iburi Occidental,42.515,140.825,6 km,3.2,Intensidad sísmica 4
2000-03-30,14:03:48,Región de Iburi Occidental,42.53,140.815,5 km,3.4,Intensidad sísmica 4
2000-03-30,14:02:44,Región de Iburi Occidental,42.531666666666666,140.83666666666667,6 km,4.1,Intensidad sísmica 4
2000-03-30,13:57:39,Región de Iburi Occidental,42.52166666666667,140.82,6 km,3.9,Intensidad sísmica 4
2000-03-30,13:36:10,Región de Iburi Occidental,42.54166666666666,140.81833333333333,2 km,3.3,Intensidad sísmica 4
2000-03-30,13:22:30,Región de Iburi Occidental,42.52166666666667,140.845,5 km,3.9,Intensidad sísmica 4
2000-03-30,12:53:38,Región de Iburi Occidental,42.52666666666666,140.84666666666666,6 km,3.8,Intensidad sísmica 4
2000-03-30,12:43:31,Región de Iburi Occidental,42.52833333333333,140.82666666666665,5 km,3.9,Intensidad sísmica 4
2000-03-30,11:48:18,Región de Iburi Occidental,42.52666666666666,140.81666666666666,5 km,3.6,Intensidad sísmica 4
2000-03-30,11:13:12,Región de Iburi Occidental,42.52666666666666,140.84666666666666,5 km,2.8,Intensidad sísmica 4
2000-03-30,10:46:48,Región de Iburi Occidental,42.51833333333333,140.845,6 km,3.0,Intensidad sísmica 4
2000-03-30,10:32:20,Región de Iburi Occidental,42.52,140.82333333333332,6 km,3.2,Intensidad sísmica 4
2000-03-30,10:27:54,Región de Iburi Occidental,42.525,140.82166666666666,5 km,3.2,Intensidad sísmica 4
2000-03-30,10:24:55,Región de Iburi Occidental,42.53666666666666,140.805,4 km,3.0,Intensidad sísmica 4
2000-03-30,10:17:44,Región de Iburi Occidental,42.52833333333333,140.82166666666666,5 km,3.2,Intensidad sísmica 4
2000-03-30,10:09:28,Región de Iburi Occidental,42.52666666666666,140.84833333333333,5 km,3.8,Intensidad sísmica 4
2000-03-30,09:12:47,Región de Iburi Occidental,42.513333333333335,140.82166666666666,7 km,4.5,Intensidad sísmica 4
2000-03-30,09:10:27,Región de Iburi Occidental,42.51833333333333,140.82166666666666,7 km,3.5,Intensidad sísmica 4
2000-03-30,08:34:49,Región de Iburi Occidental,42.52666666666666,140.84666666666666,5 km,3.8,Intensidad sísmica 4
2000-03-30,05:21:31,Región de Iburi Occidental,42.516666666666666,140.82166666666666,6 km,4.2,Intensidad sísmica 4
2000-03-30,03:20:19,Región de Iburi Occidental,42.51833333333333,140.825,6 km,4.1,Intensidad sísmica 4
2000-03-30,02:54:18,Región de Iburi Occidental,42.525,140.82,5 km,4.3,Intensidad sísmica 4
2000-03-30,01:12:20,Región de Iburi Occidental,42.52333333333333,140.82166666666666,8 km,3.6,Intensidad sísmica 4
2000-03-29,23:12:14,Región de Iburi Occidental,42.525,140.83333333333334,6 km,3.6,Intensidad sísmica 4
2000-03-29,17:22:30,Región de Iburi Occidental,42.531666666666666,140.82166666666666,6 km,4.2,Intensidad sísmica 4
2000-03-20,06:26:03,Frente a la costa de Miyagi,37.99166666666667,141.48166666666663,78 km,5.1,Intensidad sísmica 4
2000-03-19,12:49:16,"Región de Chuetsu, Niigata",37.27,138.61166666666665,12 km,4.5,Intensidad sísmica 4
2000-03-07,17:10:03,Prefectura de Iwate interior septentrional,39.84333333333333,140.95666666666665,3 km,4.3,Intensidad sísmica 4
2000-02-28,19:29:56,"Región de Aso, Kumamoto",32.98833333333334,131.17666666666665,12 km,4.0,Intensidad sísmica 4
2000-02-06,04:43:47,Gunma del Norte,36.71666666666667,139.36499999999998,7 km,4.3,Intensidad sísmica 4
2000-01-28,23:21:08,Frente a la costa sureste de la península de Nemuro,43.00666666666667,146.7433333333333,59 km,7.0,Intensidad sísmica 4
2000-01-07,19:35:23,Prefectura de Nagano del Sur,35.86666666666667,137.58666666666667,7 km,3.7,Intensidad sísmica 4
2017-12-16,02:58:43,Frente a la costa de Iwate,39.685,142.09333333333333,52 km,5.5,Intensidad sísmica 4
2017-12-06,00:13:49,Chubu Nagano,36.376666666666665,137.97166666666666,10 km,5.3,Intensidad sísmica 4
2017-12-02,00:12:29,Ibaraki meridional,36.05166666666666,139.89,43 km,4.4,Intensidad sísmica 4
2017-11-17,10:02:47,Frente a la costa de Fukushima,37.181666666666665,141.38166666666666,48 km,4.8,Intensidad sísmica 4
2017-11-11,01:38:20,Frente a la costa de Miyagi,38.36666666666667,141.83666666666667,59 km,4.7,Intensidad sísmica 4
2017-11-03,12:45:12,Apagado Tokachi,42.56333333333333,143.7483333333333,66 km,5.0,Intensidad sísmica 4
2017-11-01,00:46:11,Bahía de Kagoshima,31.398333333333333,130.61333333333332,9 km,3.8,Intensidad sísmica 4
2017-10-06,23:56:40,Frente a la costa de Fukushima,37.086666666666666,141.155,53 km,5.9,Intensidad sísmica 5 débil
2017-09-27,05:22:11,Frente a la costa de Iwate,40.266666666666666,142.45499999999998,35 km,6.1,Intensidad sísmica 4
2017-09-10,17:44:24,Fuera de Urakawa,41.75833333333333,142.8766666666667,43 km,5.6,Intensidad sísmica 4
2017-09-09,11:42:09,Akita interior meridional,39.52166666666667,140.42333333333332,9 km,3.4,Intensidad sísmica 4
2017-09-08,22:23:18,Akita interior meridional,39.5,140.41833333333332,9 km,5.2,Intensidad sísmica 5 fuerte
2017-09-08,14:20:10,"Región de Kumamoto, Kumamoto",32.723333333333336,130.67333333333332,14 km,4.1,Intensidad sísmica 4
2017-08-24,14:34:38,Bahía de Kagoshima,31.37666666666667,130.61166666666665,7 km,4.4,Intensidad sísmica 4
2017-08-02,07:15:56,Ibaraki meridional,36.12,140.02166666666668,48 km,4.6,Intensidad sísmica 4
2017-08-02,02:02:07,Norte de Ibaraki,36.80333333333333,140.535,9 km,5.5,Intensidad sísmica 4
2017-07-20,09:11:24,Frente a la costa de Fukushima,37.34,141.58666666666667,46 km,5.8,Intensidad sísmica 4
2017-07-11,11:56:35,Bahía de Kagoshima,31.383333333333333,130.62,10 km,5.3,Intensidad sísmica 5 fuerte
2017-07-07,21:48:35,Frente a la costa de Fukushima,37.76166666666666,141.08833333333334,66 km,4.9,Intensidad sísmica 4
2017-07-02,00:58:22,"Región de Aso, Kumamoto",33.00333333333333,131.23666666666665,11 km,4.5,Intensidad sísmica 5 débil
2017-07-01,23:45:52,Región centro-oriental de Iburi,42.78666666666666,141.85833333333332,27 km,5.1,Intensidad sísmica 5 débil
2017-06-25,15:17:14,Prefectura de Nagano del Sur,35.85666666666667,137.58333333333334,7 km,4.7,Intensidad sísmica 4
2017-06-25,09:24:05,Prefectura de Nagano del Sur,35.86333333333334,137.56666666666666,6 km,4.5,Intensidad sísmica 4
2017-06-25,07:02:15,Prefectura de Nagano del Sur,35.86666666666667,137.585,7 km,5.6,Intensidad sísmica 5 fuerte
2017-06-20,23:27:41,Bungo Waterworks,32.86666666666667,132.03,42 km,5.0,Intensidad sísmica 5 fuerte
2017-06-09,23:36:23,Bahía de Tachibana,32.71666666666667,130.02666666666667,16 km,4.3,Intensidad sísmica 4
2017-05-11,20:21:25,Mar de Ariake,32.733333333333334,130.60333333333332,13 km,4.4,Intensidad sísmica 4
2017-05-04,14:22:25,"Región de Kumamoto, Kumamoto",32.681666666666665,130.755,11 km,4.1,Intensidad sísmica 4
2017-04-30,23:42:35,Región de Tokachi del Sur,42.32166666666667,143.07,53 km,5.4,Intensidad sísmica 4
2017-04-20,04:46:07,Norte de Ibaraki,36.69499999999999,140.59,9 km,4.2,Intensidad sísmica 4
2017-04-20,02:13:41,Norte de Ibaraki,36.70166666666667,140.64166666666665,6 km,4.5,Intensidad sísmica 4
2017-03-12,04:57:47,Frente a la costa de Fukushima,37.51166666666666,141.54166666666666,46 km,5.4,Intensidad sísmica 4
2017-03-02,23:53:42,Hyuganada,32.645,132.13166666666666,37 km,5.3,Intensidad sísmica 4
2017-02-28,16:49:02,Frente a la costa de Fukushima,37.513333333333335,141.36666666666667,52 km,5.7,Intensidad sísmica 5 débil
2017-02-27,00:03:33,Frente a la costa de Fukushima,37.06666666666667,141.17999999999998,50 km,4.9,Intensidad sísmica 4
2017-02-19,18:19:29,Noreste de Chiba,35.730000000000004,140.66333333333333,52 km,5.4,Intensidad sísmica 4
2017-01-18,17:19:25,Frente a la costa de Ibaraki,36.42833333333333,140.64166666666665,53 km,4.2,Intensidad sísmica 4
2017-01-11,19:11:15,"Región de Kumamoto, Kumamoto",32.901666666666664,130.85666666666663,9 km,3.4,Intensidad sísmica 4
2017-01-05,02:53:20,Frente a la costa de Fukushima,37.12166666666667,141.35833333333332,26 km,5.6,Intensidad sísmica 4
2017-01-05,00:43:59,Frente a la costa de Fukushima,36.861666666666665,140.97833333333332,56 km,5.3,Intensidad sísmica 4
2016-12-31,05:08:27,Frente a la costa de Fukushima,37.355,141.40833333333333,27 km,5.4,Intensidad sísmica 4
2016-12-28,21:53:11,Norte de Ibaraki,36.71,140.635,6 km,4.7,Intensidad sísmica 4
2016-12-28,21:38:49,Norte de Ibaraki,36.72,140.57333333333332,11 km,6.3,Intensidad sísmica 6 débil
2016-12-24,08:17:39,Cerca de las Islas Tocarias,29.23333333333333,129.13166666666666,12 km,3.0,Intensidad sísmica 4
2016-12-24,08:16:11,Cerca de las Islas Tocarias,29.2,129.27333333333334,14 km,3.5,Intensidad sísmica 4
2016-11-25,17:22:49,Región centro-norte de Rumoi,44.835,141.84666666666666,27 km,4.6,Intensidad sísmica 4
2016-11-24,06:23:36,Frente a la costa de Fukushima,37.17333333333333,141.345,24 km,6.2,Intensidad sísmica 4
2016-11-22,23:03:57,Frente a la costa de Fukushima,37.17833333333333,141.44333333333333,28 km,5.7,Intensidad sísmica 4
2016-11-22,05:59:46,Frente a la costa de Fukushima,37.35333333333333,141.60333333333332,25 km,7.4,Intensidad sísmica 5 débil
2016-11-19,11:48:01,Wakayama del Sur,33.84166666666667,135.4633333333333,51 km,5.4,Intensidad sísmica 4
2016-11-12,06:43:00,Frente a la costa de Miyagi,38.46333333333334,141.60666666666663,58 km,5.9,Intensidad sísmica 4
2016-11-11,10:12:49,"Región de Kumamoto, Kumamoto",32.735,130.665,12 km,4.2,Intensidad sísmica 4
2016-10-29,13:43:37,Central Tottori,35.38666666666666,133.89166666666665,7 km,4.5,Intensidad sísmica 4
2016-10-22,03:33:46,Sur de Oita,32.785,131.935,55 km,4.4,Intensidad sísmica 4
2016-10-21,17:59:47,Central Tottori,35.43,133.83166666666665,9 km,4.3,Intensidad sísmica 4
2016-10-21,16:52:46,Central Tottori,35.41,133.84333333333333,6 km,4.1,Intensidad sísmica 4
2016-10-21,14:53:17,Central Tottori,35.36,133.86666666666667,9 km,5.0,Intensidad sísmica 4
2016-10-21,14:46:23,Central Tottori,35.44166666666666,133.83166666666665,9 km,3.8,Intensidad sísmica 4
2016-10-21,14:33:58,Central Tottori,35.41166666666666,133.83666666666667,5 km,4.4,Intensidad sísmica 4
2016-10-21,14:30:05,Central Tottori,35.41833333333333,133.835,10 km,4.4,Intensidad sísmica 4
2016-10-21,14:08:31,Central Tottori,35.41,133.83666666666667,7 km,3.7,Intensidad sísmica 4
2016-10-21,14:07:22,Central Tottori,35.38,133.855,11 km,6.6,Intensidad sísmica 6 débil
2016-10-21,12:12:23,Central Tottori,35.38,133.85333333333332,10 km,4.2,Intensidad sísmica 4
2016-10-20,11:49:53,Noreste de Chiba,35.861666666666665,140.52333333333334,37 km,5.3,Intensidad sísmica 4
2016-10-16,16:37:04,Chubu Miyagi,38.32333333333334,141.52666666666667,20 km,5.2,Intensidad sísmica 4
2016-09-26,14:19:57,Cerca de: Isla de Okinawa,27.42833333333333,128.62,44 km,5.6,Intensidad sísmica 5 débil
2016-09-26,14:13:24,Fuera de Urakawa,41.65166666666666,142.9933333333333,29 km,5.4,Intensidad sísmica 4
2016-09-07,13:28:50,Ibaraki meridional,36.16666666666666,140.035,50 km,4.9,Intensidad sísmica 4
2016-09-07,01:56:01,"Región de Kumamoto, Kumamoto",32.736666666666665,130.63,13 km,3.9,Intensidad sísmica 4
2016-09-01,06:33:49,"Región de Kumamoto, Kumamoto",32.72666666666667,130.61666666666667,12 km,4.8,Intensidad sísmica 4
2016-08-31,19:46:02,"Región de Kumamoto, Kumamoto",32.72166666666667,130.61666666666667,13 km,5.2,Intensidad sísmica 5 débil
2016-08-19,21:07:41,Frente a la costa de Ibaraki,36.56,141.13166666666666,48 km,5.4,Intensidad sísmica 4
2016-08-19,11:05:17,"Región de Aso, Kumamoto",33.016666666666666,131.09666666666666,9 km,4.4,Intensidad sísmica 4
2016-08-15,16:04:40,Frente a la costa de Fukushima,37.37833333333333,141.7483333333333,47 km,5.6,Intensidad sísmica 4
2016-08-09,22:48:59,"Región de Kumamoto, Kumamoto",32.72833333333333,130.80333333333334,5 km,3.8,Intensidad sísmica 4
2016-07-27,23:47:17,Norte de Ibaraki,36.45,140.61333333333332,57 km,5.4,Intensidad sísmica 5 débil
2016-07-24,11:51:21,Región central de Tokachi,42.873333333333335,143.17333333333332,96 km,4.9,Intensidad sísmica 4
2016-07-20,07:25:33,Ibaraki meridional,36.02,139.94833333333332,42 km,5.0,Intensidad sísmica 4
2016-07-19,12:57:50,Noreste de Chiba,35.415,140.35166666666666,33 km,5.2,Intensidad sísmica 4
2016-07-17,13:24:02,Ibaraki meridional,36.03833333333333,139.9283333333333,42 km,5.0,Intensidad sísmica 4
2016-07-09,18:05:18,Mar de Ariake,32.733333333333334,130.60166666666666,12 km,4.5,Intensidad sísmica 4
2016-06-29,23:14:27,"Región de Kumamoto, Kumamoto",32.82833333333333,130.89333333333332,8 km,3.9,Intensidad sísmica 4
2016-06-25,13:51:57,"Región de Joetsu, Niigata",36.81666666666667,137.83166666666665,0 km,4.8,Intensidad sísmica 4
2016-06-22,05:38:37,"Región de Kumamoto, Kumamoto",32.69333333333333,130.70999999999998,11 km,3.9,Intensidad sísmica 4
2016-06-21,00:10:08,Bahía Uchiura,41.92333333333333,140.9933333333333,10 km,4.2,Intensidad sísmica 4
2016-06-18,20:46:55,"Región de Kumamoto, Kumamoto",32.69,130.70666666666665,10 km,4.6,Intensidad sísmica 4
2016-06-16,14:21:28,Bahía Uchiura,41.94833333333333,140.98666666666665,11 km,5.3,Intensidad sísmica 6 débil
2016-06-13,15:54:18,"Región de Kumamoto, Kumamoto",32.44333333333333,130.68166666666664,7 km,4.1,Intensidad sísmica 4
2016-06-12,22:08:15,"Región de Kumamoto, Kumamoto",32.44833333333333,130.67999999999998,7 km,4.3,Intensidad sísmica 5 débil
2016-06-12,07:54:23,Ibaraki meridional,35.99666666666667,139.93166666666664,40 km,4.8,Intensidad sísmica 4
2016-05-24,18:48:04,Frente a la costa de Iwate,40.07333333333334,142.12166666666667,48 km,4.4,Intensidad sísmica 4
2016-05-16,21:23:02,Ibaraki meridional,36.03333333333333,139.88666666666666,42 km,5.5,Intensidad sísmica 5 débil
2016-05-13,01:03:18,"Región de Kumamoto, Kumamoto",32.705000000000005,130.66666666666666,13 km,4.1,Intensidad sísmica 4
2016-05-12,17:04:25,"Región de Kumamoto, Kumamoto",32.696666666666665,130.665,13 km,4.1,Intensidad sísmica 4
2016-05-05,19:46:37,"Región de Aso, Kumamoto",32.985,131.10833333333332,11 km,3.9,Intensidad sísmica 4
2016-05-05,10:40:12,"Región de Aso, Kumamoto",32.99166666666667,131.12166666666667,11 km,4.9,Intensidad sísmica 4
2016-05-05,10:31:30,"Región de Aso, Kumamoto",33.0,131.13333333333333,11 km,4.6,Intensidad sísmica 4
2016-05-04,22:24:17,"Región de Kumamoto, Kumamoto",32.61,130.71833333333333,5 km,3.5,Intensidad sísmica 4
2016-05-04,19:20:04,"Región de Kumamoto, Kumamoto",32.81333333333333,130.82166666666666,8 km,4.0,Intensidad sísmica 4
2016-05-04,07:52:04,"Región de Kumamoto, Kumamoto",32.611666666666665,130.72,5 km,4.0,Intensidad sísmica 4
2016-04-29,15:09:34,Central Oita,33.25666666666667,131.36666666666667,7 km,4.5,Intensidad sísmica 5 fuerte
2016-04-28,15:30:51,Mar de Ariake,32.75,130.54,9 km,4.8,Intensidad sísmica 4
2016-04-28,12:56:32,"Región de Kumamoto, Kumamoto",32.655,130.695,9 km,3.7,Intensidad sísmica 4
2016-04-28,02:38:05,"Región de Kumamoto, Kumamoto",32.586666666666666,130.66666666666666,10 km,4.1,Intensidad sísmica 4
2016-04-25,00:44:07,"Región de Kumamoto, Kumamoto",32.65833333333333,130.67499999999998,11 km,4.5,Intensidad sísmica 4
2016-04-24,22:27:39,Cerca de las Islas Tocarias,29.61833333333333,129.755,8 km,4.2,Intensidad sísmica 4
2016-04-22,18:28:25,"Región de Kumamoto, Kumamoto",32.71,130.70999999999998,13 km,3.6,Intensidad sísmica 4
2016-04-21,18:43:57,"Región de Aso, Kumamoto",33.00666666666667,131.23166666666663,11 km,4.2,Intensidad sísmica 4
2016-04-21,05:16:51,Central Oita,33.315,131.48666666666665,5 km,3.8,Intensidad sísmica 4
2016-04-20,14:27:43,Central Oita,33.30166666666666,131.48166666666663,8 km,3.9,Intensidad sísmica 4
2016-04-19,20:47:03,"Región de Kumamoto, Kumamoto",32.57166666666667,130.65166666666667,11 km,5.0,Intensidad sísmica 5 débil
2016-04-19,17:52:13,"Región de Kumamoto, Kumamoto",32.535,130.635,10 km,5.5,Intensidad sísmica 5 fuerte
2016-04-19,06:20:01,"Región de Aso, Kumamoto",33.013333333333335,131.18333333333334,7 km,4.1,Intensidad sísmica 4
2016-04-19,01:53:39,"Región de Kumamoto, Kumamoto",32.708333333333336,130.70333333333332,15 km,3.8,Intensidad sísmica 4
2016-04-18,21:18:25,"Región de Kumamoto, Kumamoto",32.68,130.71166666666664,11 km,3.9,Intensidad sísmica 4
2016-04-18,20:41:57,"Región de Aso, Kumamoto",33.001666666666665,131.19833333333332,9 km,5.8,Intensidad sísmica 5 fuerte
2016-04-18,08:35:43,"Región de Kumamoto, Kumamoto",32.86833333333333,130.8733333333333,10 km,4.2,Intensidad sísmica 4
2016-04-18,05:39:49,"Región de Kumamoto, Kumamoto",32.62833333333333,130.7516666666667,3 km,3.1,Intensidad sísmica 4
2016-04-18,04:44:27,"Región de Kumamoto, Kumamoto",32.68333333333333,130.70499999999998,11 km,3.7,Intensidad sísmica 4
2016-04-17,22:56:34,"Región de Kumamoto, Kumamoto",32.645,130.71833333333333,7 km,3.8,Intensidad sísmica 4
2016-04-17,19:23:41,"Región de Kumamoto, Kumamoto",32.67666666666666,130.72,11 km,4.4,Intensidad sísmica 4
2016-04-17,13:13:58,"Región de Aso, Kumamoto",32.97166666666667,131.09833333333333,6 km,4.4,Intensidad sísmica 4
2016-04-17,11:51:35,"Región de Kumamoto, Kumamoto",32.63333333333333,130.72833333333332,5 km,3.4,Intensidad sísmica 4
2016-04-17,09:58:48,"Región de Kumamoto, Kumamoto",32.67833333333333,130.77,10 km,3.8,Intensidad sísmica 4
2016-04-17,09:40:36,"Región de Kumamoto, Kumamoto",32.60666666666667,130.71833333333333,4 km,3.9,Intensidad sísmica 4
2016-04-17,04:46:49,"Región de Kumamoto, Kumamoto",32.68666666666666,130.775,10 km,4.5,Intensidad sísmica 4
2016-04-17,03:30:20,"Región de Aso, Kumamoto",33.01833333333333,131.18166666666664,7 km,4.0,Intensidad sísmica 4
2016-04-17,00:59:25,"Región de Aso, Kumamoto",33.01166666666666,131.20166666666665,9 km,3.9,Intensidad sísmica 4
2016-04-17,00:23:27,"Región de Kumamoto, Kumamoto",32.645,130.71666666666667,4 km,3.2,Intensidad sísmica 4
2016-04-17,00:14:51,"Región de Aso, Kumamoto",32.961666666666666,131.07833333333332,9 km,4.8,Intensidad sísmica 4
2016-04-16,23:54:28,"Región de Aso, Kumamoto",33.038333333333334,131.19833333333332,8 km,4.2,Intensidad sísmica 4
2016-04-16,22:05:58,"Región de Kumamoto, Kumamoto",32.87,130.82833333333332,15 km,3.7,Intensidad sísmica 4
2016-04-16,21:05:06,"Región de Kumamoto, Kumamoto",32.751666666666665,130.755,18 km,4.4,Intensidad sísmica 4
2016-04-16,18:25:10,"Región de Kumamoto, Kumamoto",32.651666666666664,130.72166666666666,10 km,4.0,Intensidad sísmica 4
2016-04-16,17:40:20,"Región de Kumamoto, Kumamoto",32.7,130.70333333333332,12 km,4.2,Intensidad sísmica 4
2016-04-16,17:17:49,"Región de Kumamoto, Kumamoto",32.855000000000004,130.86,11 km,3.5,Intensidad sísmica 4
2016-04-16,16:02:01,"Región de Kumamoto, Kumamoto",32.69833333333333,130.72,12 km,5.4,Intensidad sísmica 5 débil
2016-04-16,14:27:04,"Región de Kumamoto, Kumamoto",32.65,130.74166666666665,8 km,4.6,Intensidad sísmica 4
2016-04-16,14:03:56,"Región de Aso, Kumamoto",33.00666666666667,131.21833333333333,9 km,4.6,Intensidad sísmica 4
2016-04-16,13:17:11,"Región de Kumamoto, Kumamoto",32.80333333333333,130.735,9 km,3.6,Intensidad sísmica 4
2016-04-16,11:02:51,"Región de Kumamoto, Kumamoto",32.75833333333333,130.77666666666667,15 km,4.4,Intensidad sísmica 4
2016-04-16,10:38:53,"Región de Kumamoto, Kumamoto",32.64833333333333,130.73166666666663,10 km,4.5,Intensidad sísmica 4
2016-04-16,09:58:10,"Región de Kumamoto, Kumamoto",32.63333333333333,130.71666666666667,6 km,3.5,Intensidad sísmica 4
2016-04-16,09:50:06,"Región de Kumamoto, Kumamoto",32.85166666666667,130.82833333333332,15 km,4.5,Intensidad sísmica 5 débil
