地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1992/07/12,20:08:55.6,青森県東方沖,41°27.9′N,142°02.1′E,64 km,6.3,震度４
1991/12/14,04:55:03.3,千島列島,45°21.2′N,151°42.5′E,0 km,6.3,震度１
1991/12/14,03:59:06.3,千島列島,45°29.7′N,151°43.4′E,0 km,6.3,震度１
1991/12/13,11:33:48.8,千島列島,45°31.8′N,151°53.4′E,0 km,6.3,震度１
1991/11/27,04:40:48.9,浦河沖,42°00.0′N,142°39.7′E,64 km,6.3,震度４
1991/09/03,17:44:47.4,三宅島近海,33°41.2′N,138°49.7′E,33 km,6.3,震度４
1989/11/02,03:36:34.6,三陸沖,39°39.3′N,143°21.7′E,29 km,6.3,震度２
1984/12/03,13:08:35.4,択捉島南東沖,43°55.1′N,148°10.9′E,50 km,6.3,震度３
1984/04/24,06:40:34.0,オホーツク海南部,47°04.0′N,147°29.1′E,401 km,6.3,震度２
1983/06/24,18:06:48.5,与那国島近海,23°57.0′N,122°40.3′E,55 km,6.3,震度３
1982/01/02,03:51:06.2,父島近海,27°05.0′N,142°49.0′E,50 km,6.3,震度３
1981/12/12,13:52:37.9,宮古島近海,23°44.0′N,126°01.0′E,60 km,6.3,震度３
1980/03/09,08:44:15.6,沖縄本島北西沖,27°05.0′N,126°41.0′E,20 km,6.3,震度３
1980/01/19,07:10:14.5,日本海中部,37°56.0′N,133°20.0′E,440 km,6.3,震度２
1979/12/12,02:26:17.6,鳥島近海,29°02.0′N,141°28.0′E,160 km,6.3,震度３
1978/06/21,20:10:41.4,オホーツク海南部,47°41.0′N,149°14.0′E,380 km,6.3,震度３
1978/06/14,20:34:18.9,宮城県沖,38°21.0′N,142°29.0′E,40 km,6.3,震度４
1974/11/09,06:23:21.9,苫小牧沖,42°32.5′N,141°45.4′E,136 km,6.3,震度５
1974/09/27,12:10:06.8,八丈島東方沖,33°47.6′N,141°13.7′E,9 km,6.3,震度４
1974/07/28,20:34:53.3,千島列島,46°18.0′N,153°24.8′E,1 km,6.3,震度１
1974/07/08,14:45:37.2,茨城県沖,36°23.2′N,141°11.1′E,50 km,6.3,震度４
1973/11/19,22:01:55.3,宮城県沖,38°51.7′N,142°05.9′E,46 km,6.3,震度４
1971/09/15,23:55:04.3,三陸沖,39°04.4′N,143°44.5′E,42 km,6.3,震度２
1971/09/09,01:59:50.1,サハリン西方沖,46°14.1′N,140°48.1′E,0 km,6.3,震度３
1970/09/14,18:44:53.5,宮城県沖,38°42.1′N,142°16.6′E,37 km,6.3,震度４
1969/08/14,23:19:02.2,北海道東方沖,43°12.0′N,147°38.5′E,49 km,6.3,震度３
1968/08/03,13:54:31.7,沖縄本島近海,25°33.0′N,128°38.9′E,32 km,6.3,震度４
1968/05/24,23:06:23.6,青森県東方沖,40°50.5′N,143°19.1′E,66 km,6.3,震度３
1968/05/21,06:09:42.7,千島列島,44°37.9′N,150°33.7′E,38 km,6.3,震度１
1965/11/13,02:52:21.7,鳥島近海,30°22.8′N,140°23.7′E,26 km,6.3,震度４
1964/12/11,00:11:04.3,秋田県沖,40°25.9′N,138°59.7′E,57 km,6.3,震度４
1964/01/18,21:04:36.3,台湾付近,23°06.0′N,120°21.6′E,0 km,6.3,震度１
1963/10/12,20:26:56.6,択捉島南東沖,44°05.9′N,149°26.5′E,33 km,6.3,震度２
1963/10/04,08:24:34.6,日向灘,32°09.2′N,132°07.8′E,1 km,6.3,震度４
1963/08/17,20:12:41.5,種子島近海,30°22.0′N,131°17.4′E,57 km,6.3,震度４
1962/12/07,23:03:40.8,鳥島近海,29°18.2′N,139°47.0′E,418 km,6.3,震度２
1961/02/15,19:45:14.0,北海道東方沖,43°17.0′N,147°37.1′E,0 km,6.3,震度２
1961/02/13,08:26:33.3,北海道東方沖,43°19.9′N,147°59.2′E,0 km,6.3,震度２
2023/06/11,18:54:44.6,苫小牧沖,42°33.5′N,141°54.9′E,136 km,6.2,震度５弱
2023/05/26,19:03:23.9,千葉県東方沖,35°38.4′N,140°40.3′E,50 km,6.2,震度５弱
2023/03/28,18:18:28.9,青森県東方沖,41°09.5′N,142°50.9′E,28 km,6.2,震度４
2021/07/13,09:30:20.6,千島列島,45°35.4′N,151°30.2′E,30 km,6.2,震度２
2021/03/27,07:02:14.9,宮古島北西沖,26°04.6′N,125°02.4′E,152 km,6.2,震度２
2020/09/12,11:44:09.6,宮城県沖,38°43.3′N,142°16.2′E,43 km,6.2,震度４
2020/05/03,20:54:21.0,薩摩半島西方沖,31°18.2′N,128°43.0′E,9 km,6.2,震度３
2020/04/20,05:39:05.2,宮城県沖,38°53.2′N,142°05.9′E,46 km,6.2,震度４
2019/06/04,13:39:15.9,鳥島近海,29°03.3′N,139°39.7′E,445 km,6.2,震度４
2019/04/11,17:18:18.1,三陸沖,40°21.7′N,143°24.2′E,5 km,6.2,震度３
2019/03/02,12:22:55.5,根室半島南東沖,42°00.4′N,146°51.7′E,51 km,6.2,震度４
2018/09/15,17:05:29.0,沖縄本島近海,26°40.2′N,129°40.6′E,34 km,6.2,震度１
2016/11/24,06:23:36.3,福島県沖,37°10.4′N,141°20.7′E,24 km,6.2,震度４
2016/08/21,00:58:03.2,三陸沖,40°22.0′N,143°41.2′E,12 km,6.2,震度３
2016/06/24,06:05:30.6,与那国島近海,23°29.8′N,123°19.9′E,54 km,6.2,震度２
2016/05/31,14:23:48.4,石垣島北西沖,25°26.9′N,122°30.5′E,236 km,6.2,震度３
2016/01/12,02:08:01.9,北海道北西沖,44°25.8′N,141°12.6′E,265 km,6.2,震度３
2015/02/14,05:06:30.2,台湾付近,22°36.0′N,121°25.6′E,28 km,6.2,震度１
2014/07/01,04:55:31.5,小笠原諸島西方沖,28°18.9′N,139°10.6′E,539 km,6.2,震度１
2014/03/14,02:06:50.8,伊予灘,33°41.5′N,131°53.4′E,78 km,6.2,震度５強
2013/04/17,17:57:34.3,三宅島近海,34°02.8′N,139°21.1′E,9 km,6.2,震度５強
2013/04/02,03:53:15.7,三陸沖,39°30.3′N,143°31.1′E,29 km,6.2,震度３
2012/07/08,20:33:00.9,千島列島,45°25.0′N,151°44.1′E,30 km,6.2,震度１
2012/06/18,05:32:20.8,宮城県沖,38°52.4′N,142°05.4′E,47 km,6.2,震度４
2012/02/26,11:34:59.7,台湾付近,22°38.9′N,120°46.0′E,31 km,6.2,震度１
2011/11/24,19:25:33.7,浦河沖,41°45.0′N,142°53.2′E,43 km,6.2,震度５弱
2011/08/17,20:44:08.6,関東東方沖,36°46.1′N,143°45.8′E,52 km,6.2,震度２
2011/08/01,23:58:11.0,駿河湾,34°42.4′N,138°32.9′E,23 km,6.2,震度５弱
2011/03/24,17:20:58.6,岩手県沖,39°04.6′N,142°21.4′E,34 km,6.2,震度５弱
2011/03/15,22:27:53.6,福島県沖,37°35.9′N,142°17.9′E,10 km,6.2,震度４
2011/03/14,10:02:38.7,茨城県沖,36°27.5′N,141°07.5′E,32 km,6.2,震度５弱
2011/03/13,11:23:30.5,茨城県沖,36°29.6′N,141°54.7′E,23 km,6.2,震度２
2011/03/13,08:24:46.9,宮城県沖,38°00.7′N,141°56.9′E,15 km,6.2,震度５弱
2011/03/12,22:15:41.7,福島県沖,37°11.8′N,141°25.5′E,40 km,6.2,震度５弱
2011/03/12,10:34:07.5,三陸沖,38°49.9′N,142°53.3′E,0 km,6.2,震度３
2011/03/11,21:13:03.0,福島県沖,37°13.5′N,142°13.0′E,26 km,6.2,震度４
2011/03/11,19:10:39.7,岩手県沖,39°20.0′N,142°09.1′E,44 km,6.2,震度４
2011/03/11,17:27:48.3,三陸沖,38°01.9′N,142°47.1′E,30 km,6.2,震度３
2011/03/11,16:56:09.2,福島県沖,37°02.9′N,142°34.1′E,11 km,6.2,震度３
2011/03/11,16:25:36.1,三陸沖,38°03.8′N,144°30.1′E,40 km,6.2,震度３
2011/03/11,16:10:56.5,三陸沖,37°49.1′N,142°51.5′E,27 km,6.2,震度３
2011/03/11,15:57:13.2,千葉県東方沖,35°49.1′N,141°10.9′E,28 km,6.2,震度４
2011/03/11,15:42:17.5,福島県沖,37°25.2′N,142°35.8′E,9 km,6.2,震度３
2011/03/11,15:21:27.9,三陸沖,38°16.5′N,142°50.5′E,6 km,6.2,震度３
2011/03/09,11:57:10.7,三陸沖,38°19.3′N,143°23.8′E,12 km,6.2,震度２
2010/06/13,12:32:57.0,福島県沖,37°23.7′N,141°47.7′E,40 km,6.2,震度５弱
2008/12/21,18:16:40.6,福島県沖,36°36.0′N,142°27.9′E,0 km,6.2,震度３
2008/06/01,10:57:23.0,フィリピン付近,20°04.1′N,121°30.3′E,82 km,6.2,震度１
2007/10/25,22:50:03.4,千島列島東方,46°06.9′N,154°12.6′E,30 km,6.2,震度１
2007/03/09,12:22:42.9,日本海北部,43°00.8′N,134°17.3′E,501 km,6.2,震度２
2007/02/17,09:02:56.6,十勝沖,41°43.9′N,143°43.3′E,40 km,6.2,震度４
2006/10/12,23:46:29.7,与那国島近海,24°05.3′N,122°34.6′E,46 km,6.2,震度２
2006/08/07,03:16:42.7,小笠原諸島東方沖,26°38.5′N,144°04.8′E,24 km,6.2,震度２
2006/07/28,16:40:09.7,与那国島近海,24°02.5′N,122°28.3′E,40 km,6.2,震度３
2006/06/12,05:01:24.9,大分県西部,33°08.1′N,131°26.1′E,145 km,6.2,震度５弱
2005/03/06,04:06:52.2,台湾付近,24°34.9′N,121°46.1′E,41 km,6.2,震度２
2003/11/01,22:10:08.3,福島県沖,37°46.4′N,143°16.2′E,46 km,6.2,震度２
2003/09/01,08:08:00.8,ウラジオストク付近,43°17.8′N,132°57.2′E,539 km,6.2,震度１
2002/08/03,08:11:40.4,鳥島近海,29°20.2′N,139°35.1′E,449 km,6.2,震度２
2001/01/14,17:58:29.9,硫黄島近海,22°36.9′N,144°22.9′E,132 km,6.2,震度１
2000/09/10,17:54:45.9,台湾付近,24°07.2′N,121°27.8′E,67 km,6.2,震度１
2000/06/10,08:31:43.0,鳥島近海,30°25.2′N,138°12.5′E,527 km,6.2,震度２
2000/06/07,06:16:43.2,石川県西方沖,36°49.5′N,135°33.7′E,21 km,6.2,震度５弱
2000/06/06,23:57:00.6,種子島南東沖,29°21.3′N,131°37.1′E,28 km,6.2,震度３
1998/09/03,16:58:17.2,岩手県内陸北部,39°48.3′N,140°54.0′E,8 km,6.2,震度６弱
1997/08/13,13:45:04.0,宮古島近海,25°11.4′N,125°48.9′E,94 km,6.2,震度４
1997/01/18,00:53:13.9,奄美大島近海,28°48.5′N,129°55.7′E,37 km,6.2,震度４
1996/11/20,11:27:47.3,関東東方沖,34°21.7′N,141°18.6′E,57 km,6.2,震度３
1996/07/07,06:36:30.6,硫黄島近海,22°04.3′N,143°24.0′E,263 km,6.2,震度１
1996/05/08,08:20:01.8,北海道東方沖,43°27.7′N,147°31.6′E,44 km,6.2,震度２
1996/03/10,01:15:33.2,北海道東方沖,43°12.6′N,148°00.8′E,11 km,6.2,震度１
1996/02/01,16:18:05.6,国後島付近,44°20.7′N,146°25.4′E,198 km,6.2,震度３
1995/12/30,21:17:34.8,青森県東方沖,40°43.1′N,143°32.5′E,0 km,6.2,震度２
1995/03/31,23:01:40.9,日本海中部,38°06.6′N,135°23.6′E,390 km,6.2,震度２
1995/01/21,17:47:31.5,根室半島南東沖,43°09.1′N,146°43.7′E,60 km,6.2,震度４
1995/01/10,03:00:18.0,茨城県沖,35°56.2′N,141°25.6′E,43 km,6.2,震度３
1995/01/07,11:36:08.7,岩手県沖,40°16.8′N,142°25.2′E,38 km,6.2,震度３
1994/10/09,17:07:05.5,北海道東方沖,43°42.0′N,147°43.2′E,2 km,6.2,震度１
1994/04/11,08:45:55.7,沖縄本島南方沖,23°37.0′N,126°57.3′E,60 km,6.2,震度１
1992/08/30,04:19:06.0,東海道南方沖,33°12.6′N,138°20.2′E,325 km,6.2,震度３
1992/07/18,22:56:53.3,三陸沖,39°26.2′N,143°17.3′E,0 km,6.2,震度３
1990/08/05,10:34:56.6,本州南方沖,29°27.6′N,138°00.1′E,529 km,6.2,震度２
1990/05/11,22:10:18.7,日本海西部,41°59.1′N,131°01.7′E,596 km,6.2,震度１
1989/10/27,02:06:43.3,三陸沖,39°46.2′N,143°50.1′E,9 km,6.2,震度２
1988/07/07,00:54:18.2,十勝沖,41°44.3′N,144°27.2′E,59 km,6.2,震度３
1986/11/15,06:20:04.6,台湾付近,23°57.8′N,121°49.3′E,33 km,6.2,震度３
1986/07/19,14:59:41.0,千島列島,46°05.6′N,151°38.3′E,142 km,6.2,震度１
1986/05/21,14:47:10.2,択捉島南東沖,43°53.0′N,148°19.3′E,10 km,6.2,震度１
1986/05/20,14:25:48.6,台湾付近,24°01.9′N,121°36.1′E,33 km,6.2,震度１
1986/04/16,21:52:16.6,北海道東方沖,43°36.1′N,147°30.4′E,0 km,6.2,震度３
1985/11/09,03:40:21.5,小笠原諸島西方沖,27°24.2′N,140°21.8′E,54 km,6.2,震度３
1985/09/10,15:39:02.1,小笠原諸島西方沖,27°10.6′N,140°13.5′E,511 km,6.2,震度３
1985/03/27,21:48:13.8,国後島付近,43°58.8′N,146°41.8′E,157 km,6.2,震度４
1984/09/15,07:14:32.6,長野県南部,35°47.3′N,137°28.0′E,6 km,6.2,震度３
1984/04/24,13:11:27.4,鳥島近海,30°52.2′N,138°50.2′E,407 km,6.2,震度３
1984/02/06,23:40:15.8,千島列島,44°44.1′N,150°12.9′E,62 km,6.2,震度１
1983/10/31,01:51:56.0,鳥取県中部,35°25.0′N,133°55.4′E,15 km,6.2,震度４
1983/10/03,22:33:35.9,三宅島近海,34°00.4′N,139°30.7′E,15 km,6.2,震度５
1983/06/21,00:14:35.9,択捉島南東沖,44°38.7′N,148°44.8′E,60 km,6.2,震度１
1982/09/03,10:31:59.4,択捉島南東沖,44°02.0′N,148°18.0′E,10 km,6.2,震度２
1982/07/24,02:53:59.7,茨城県沖,36°07.0′N,142°03.0′E,30 km,6.2,震度３
1982/06/01,05:13:06.7,宮城県沖,38°41.0′N,142°20.0′E,40 km,6.2,震度４
1981/12/02,15:24:44.6,青森県東方沖,40°53.0′N,142°36.0′E,60 km,6.2,震度４
1981/01/23,19:22:32.6,三陸沖,38°10.0′N,143°04.0′E,0 km,6.2,震度３
1976/11/08,17:19:26.2,宮城県沖,38°04.0′N,142°19.0′E,30 km,6.2,震度３
1976/06/20,13:38:05.8,宮古島近海,24°29.5′N,126°11.3′E,28 km,6.2,震度４
1975/06/15,09:19:27.4,北海道東方沖,43°24.6′N,148°10.3′E,0 km,6.2,震度１
1974/10/12,15:14:49.5,三陸沖,40°29.7′N,143°51.3′E,21 km,6.2,震度２
1974/10/10,15:48:13.4,青森県東方沖,41°00.0′N,143°14.0′E,19 km,6.2,震度３
1973/09/10,16:43:31.3,ウラジオストク付近,42°38.6′N,131°06.3′E,598 km,6.2,震度１
1973/06/27,07:45:29.2,根室半島南東沖,42°49.6′N,146°49.5′E,7 km,6.2,震度２
1972/08/21,15:23:49.1,オホーツク海南部,48°34.7′N,148°06.1′E,612 km,6.2,震度１
1970/11/14,16:58:20.9,台湾付近,22°52.2′N,121°21.9′E,0 km,6.2,震度１
1970/10/16,14:26:12.9,秋田県内陸南部,39°12.7′N,140°45.2′E,18 km,6.2,震度５
1970/05/28,04:05:35.2,三陸沖,40°12.2′N,143°06.1′E,0 km,6.2,震度３
1969/08/12,14:03:26.1,北海道東方沖,43°33.3′N,148°10.0′E,16 km,6.2,震度１
1968/10/08,05:49:04.7,浦河沖,41°51.6′N,142°39.2′E,59 km,6.2,震度４
1968/05/23,04:29:25.5,岩手県沖,40°15.2′N,142°28.1′E,19 km,6.2,震度３
1967/09/19,19:56:10.0,釧路沖,42°56.3′N,145°27.6′E,88 km,6.2,震度４
1966/11/22,15:29:53.3,オホーツク海南部,47°28.8′N,147°13.1′E,473 km,6.2,震度２
1966/03/23,09:04:35.5,与那国島近海,24°00.7′N,122°51.7′E,29 km,6.2,震度３
1965/09/23,07:08:00.4,茨城県沖,36°25.1′N,141°24.6′E,29 km,6.2,震度３
1965/09/21,10:38:31.2,奄美大島北西沖,28°42.8′N,128°32.2′E,182 km,6.2,震度３
1964/05/30,23:30:45.1,茨城県沖,36°13.2′N,141°12.7′E,46 km,6.2,震度４
1964/01/16,06:36:06.5,鳥島近海,29°23.1′N,141°04.8′E,67 km,6.2,震度４
1963/11/16,06:06:35.3,択捉島南東沖,43°44.1′N,149°00.5′E,38 km,6.2,震度１
1963/10/14,00:59:56.0,千島列島,44°35.2′N,150°49.9′E,33 km,6.2,震度１
1963/09/07,10:16:54.1,日本海西部,36°16.3′N,130°52.4′E,12 km,6.2,震度３
1963/01/31,14:06:40.8,沖縄本島近海,25°52.7′N,129°09.4′E,10 km,6.2,震度３
1962/11/10,10:33:20.6,北海道東方沖,43°24.4′N,147°23.3′E,44 km,6.2,震度３
1962/02/21,01:05:45.2,釧路地方中南部,43°01.4′N,144°57.8′E,59 km,6.2,震度４
1961/12/02,06:13:03.3,宮古島北西沖,26°21.8′N,125°00.3′E,258 km,6.2,震度４
1960/05/18,15:35:05.7,トカラ列島近海,29°17.7′N,129°38.7′E,0 km,6.2,震度４
1960/03/23,10:07:16.4,三陸沖,39°25.7′N,143°12.4′E,0 km,6.2,震度３
1960/01/31,14:08:17.3,和歌山県南方沖,32°56.7′N,135°00.1′E,54 km,6.2,震度３
2022/06/21,16:14:54.1,父島近海,27°56.9′N,142°44.3′E,48 km,6.1,震度２
2022/05/23,00:17:33.0,八丈島東方沖,33°11.1′N,141°25.5′E,37 km,6.1,震度１
2022/03/16,23:34:27.0,福島県沖,37°40.8′N,141°36.3′E,57 km,6.1,震度５弱
2022/01/04,06:08:51.5,父島近海,27°03.9′N,142°06.8′E,77 km,6.1,震度５強
2021/12/26,17:26:47.1,宮古島近海,25°08.3′N,125°37.9′E,39 km,6.1,震度４
2021/12/09,11:05:08.0,トカラ列島近海,29°20.5′N,129°27.0′E,14 km,6.1,震度５強
2021/09/29,17:37:04.5,日本海中部,38°47.8′N,135°39.0′E,394 km,6.1,震度３
2021/05/16,12:23:54.2,十勝沖,42°05.5′N,144°28.1′E,5 km,6.1,震度３
2020/06/25,04:47:44.4,千葉県東方沖,35°33.2′N,141°06.7′E,36 km,6.1,震度５弱
2019/08/29,08:46:39.3,青森県東方沖,40°58.8′N,143°01.6′E,21 km,6.1,震度３
2018/11/02,20:01:13.9,オホーツク海南部,47°08.5′N,147°06.5′E,487 km,6.1,震度２
2018/10/23,13:34:57.7,与那国島近海,23°57.3′N,122°35.7′E,26 km,6.1,震度３
2018/06/18,07:58:34.1,大阪府北部,34°50.6′N,135°37.3′E,13 km,6.1,震度６弱
2018/04/09,01:32:30.8,島根県西部,35°11.0′N,132°35.2′E,12 km,6.1,震度５強
2017/09/27,05:22:11.2,岩手県沖,40°16.0′N,142°27.3′E,35 km,6.1,震度４
2017/09/08,02:26:48.9,小笠原諸島西方沖,27°48.2′N,140°07.7′E,475 km,6.1,震度３
2016/08/26,02:04:41.5,鳥島近海,30°34.7′N,138°13.2′E,498 km,6.1,震度２
2014/12/11,06:03:40.3,石垣島北西沖,25°26.4′N,122°27.2′E,250 km,6.1,震度２
2014/10/11,11:35:46.4,青森県東方沖,40°57.1′N,143°14.6′E,36 km,6.1,震度４
2014/08/10,12:43:18.1,青森県東方沖,41°08.0′N,142°16.7′E,51 km,6.1,震度５弱
2013/04/18,23:08:33.3,石垣島北西沖,25°00.1′N,123°27.2′E,0 km,6.1,震度１
2012/08/25,23:16:17.4,十勝地方南部,42°19.6′N,143°06.6′E,49 km,6.1,震度５弱
2012/05/24,00:02:26.5,青森県東方沖,41°20.6′N,142°07.4′E,60 km,6.1,震度５強
2012/03/14,21:05:04.3,千葉県東方沖,35°44.8′N,140°55.9′E,15 km,6.1,震度５強
2011/11/24,04:24:30.4,福島県沖,37°19.8′N,141°36.7′E,45 km,6.1,震度４
2011/09/17,06:08:02.5,三陸沖,40°14.8′N,143°12.7′E,4 km,6.1,震度３
2011/08/22,20:23:35.3,茨城県沖,36°06.4′N,141°59.0′E,34 km,6.1,震度３
2011/08/12,03:22:04.7,福島県沖,36°58.1′N,141°09.6′E,52 km,6.1,震度５弱
2011/06/03,09:05:02.7,福島県沖,37°18.1′N,143°49.9′E,57 km,6.1,震度３
2011/05/05,23:58:19.1,三陸沖,38°12.7′N,144°07.1′E,42 km,6.1,震度３
2011/04/23,19:12:46.2,三陸沖,39°07.9′N,143°00.0′E,35 km,6.1,震度３
2011/03/31,16:15:29.6,宮城県沖,38°52.3′N,142°05.0′E,47 km,6.1,震度５弱
2011/03/19,18:56:48.0,茨城県北部,36°47.0′N,140°34.2′E,5 km,6.1,震度５強
2011/03/19,10:22:42.3,三陸沖,39°39.5′N,143°20.8′E,13 km,6.1,震度２
2011/03/16,12:52:02.7,千葉県東方沖,35°50.2′N,140°54.3′E,10 km,6.1,震度５弱
2011/03/13,20:37:27.3,福島県沖,37°23.7′N,142°26.0′E,2 km,6.1,震度３
2011/03/13,07:12:44.0,福島県沖,37°36.3′N,142°03.2′E,9 km,6.1,震度３
2011/03/12,02:17:23.6,関東東方沖,35°24.2′N,142°01.6′E,22 km,6.1,震度２
2011/03/11,15:23:05.8,岩手県沖,39°01.2′N,142°24.6′E,31 km,6.1,震度４
2011/03/11,14:54:31.3,福島県沖,37°30.4′N,141°21.1′E,34 km,6.1,震度５弱
2011/03/09,13:36:59.1,三陸沖,38°36.3′N,143°14.9′E,11 km,6.1,震度３
2010/05/03,19:27:44.7,鳥島近海,29°43.6′N,141°29.4′E,65 km,6.1,震度２
2009/12/24,09:23:35.5,日本海北部,42°07.0′N,135°02.8′E,387 km,6.1,震度２
2009/09/29,04:22:56.2,沖縄本島北西沖,27°52.1′N,127°51.4′E,13 km,6.1,震度３
2008/12/04,08:16:53.2,三陸沖,38°31.6′N,143°13.0′E,24 km,6.1,震度３
2008/07/21,20:30:26.6,福島県沖,37°08.1′N,142°20.4′E,27 km,6.1,震度４
2008/07/08,16:42:10.5,沖縄本島近海,27°27.9′N,128°32.8′E,45 km,6.1,震度５弱
2008/07/06,18:08:20.5,千島列島,45°23.7′N,151°17.3′E,30 km,6.1,震度１
2007/08/01,00:07:31.0,沖縄本島北西沖,27°23.3′N,126°42.7′E,6 km,6.1,震度３
2007/04/20,11:23:32.3,宮古島北西沖,25°41.3′N,125°03.1′E,24 km,6.1,震度３
2007/01/25,19:59:16.3,台湾付近,22°43.5′N,122°06.9′E,92 km,6.1,震度２
2005/12/17,03:32:13.4,宮城県沖,38°26.9′N,142°10.8′E,40 km,6.1,震度４
2005/12/04,01:10:39.0,奄美大島北東沖,29°12.8′N,130°26.3′E,69 km,6.1,震度３
2005/10/23,19:08:13.7,日本海中部,37°21.1′N,134°45.3′E,411 km,6.1,震度２
2005/04/11,07:22:15.6,千葉県北東部,35°43.6′N,140°37.2′E,52 km,6.1,震度５強
2004/12/14,14:56:10.5,留萌地方南部,44°04.6′N,141°41.9′E,9 km,6.1,震度５強
2004/10/27,10:40:50.2,新潟県中越地方,37°17.5′N,139°02.0′E,12 km,6.1,震度６弱
2004/07/22,18:45:13.3,沖縄本島近海,26°26.5′N,129°02.0′E,32 km,6.1,震度３
2003/10/11,09:08:48.1,十勝沖,41°51.8′N,144°26.3′E,28 km,6.1,震度３
2003/09/26,15:26:58.1,釧路沖,42°11.3′N,144°46.5′E,27 km,6.1,震度４
2002/10/14,23:12:43.4,青森県東方沖,41°09.1′N,142°16.8′E,53 km,6.1,震度５弱
2002/07/11,16:36:24.4,台湾付近,23°59.7′N,122°12.4′E,23 km,6.1,震度２
2002/06/03,18:15:01.6,小笠原諸島西方沖,27°40.9′N,140°27.3′E,521 km,6.1,震度１
2002/05/29,01:45:18.5,台湾付近,23°57.7′N,122°16.6′E,30 km,6.1,震度２
2001/12/23,19:21:31.0,父島近海,27°47.0′N,142°05.5′E,46 km,6.1,震度２
2000/12/22,19:13:02.7,択捉島付近,44°28.1′N,147°24.5′E,141 km,6.1,震度４
2000/11/14,00:57:22.2,釧路沖,42°25.9′N,144°56.4′E,41 km,6.1,震度３
2000/08/18,10:52:22.6,新島・神津島近海,34°12.0′N,139°14.4′E,12 km,6.1,震度６弱
2000/07/09,03:57:44.9,新島・神津島近海,34°12.7′N,139°13.8′E,15 km,6.1,震度６弱
2000/06/03,17:54:47.7,千葉県東方沖,35°41.3′N,140°44.7′E,48 km,6.1,震度５弱
1999/07/03,14:30:12.5,小笠原諸島西方沖,26°34.1′N,141°09.4′E,449 km,6.1,震度２
1999/03/24,05:15:22.8,奄美大島北西沖,29°33.6′N,128°19.1′E,0 km,6.1,震度２
1998/10/03,20:15:43.0,奄美大島北西沖,28°35.8′N,127°32.3′E,183 km,6.1,震度３
1997/11/15,16:05:17.1,根室地方北部,43°39.9′N,145°06.8′E,155 km,6.1,震度４
1997/11/06,08:45:33.4,父島近海,27°59.6′N,142°37.9′E,37 km,6.1,震度２
1996/08/11,03:12:17.9,秋田県内陸南部,38°54.4′N,140°38.0′E,9 km,6.1,震度５
1996/06/26,12:22:04.4,小笠原諸島西方沖,27°40.4′N,140°10.4′E,491 km,6.1,震度２
1996/03/06,02:32:09.7,台湾付近,24°14.5′N,122°03.9′E,61 km,6.1,震度１
1996/02/22,23:59:13.0,択捉島南東沖,44°34.4′N,148°30.3′E,177 km,6.1,震度３
1996/01/22,09:10:27.1,択捉島南東沖,44°12.5′N,148°11.7′E,26 km,6.1,震度１
1995/12/30,21:23:10.0,宮古島北西沖,25°37.7′N,124°46.7′E,8 km,6.1,震度２
1995/04/29,02:08:41.9,北海道東方沖,43°43.6′N,148°00.4′E,3 km,6.1,震度２
1995/02/23,14:01:22.5,三陸沖,39°47.0′N,143°55.0′E,0 km,6.1,震度２
1994/10/04,22:52:48.6,北海道東方沖,43°07.7′N,147°46.0′E,0 km,6.1,震度１
1994/08/20,13:38:49.6,択捉島南東沖,44°37.8′N,149°44.0′E,47 km,6.1,震度２
1994/05/23,14:36:05.4,与那国島近海,24°07.4′N,122°30.4′E,46 km,6.1,震度２
1992/12/07,11:11:44.3,北海道東方沖,43°37.4′N,147°08.6′E,34 km,6.1,震度３
1992/08/24,15:59:41.7,渡島地方東部,41°56.4′N,140°47.2′E,121 km,6.1,震度４
1992/07/16,09:00:39.1,三陸沖,39°21.4′N,143°33.8′E,1 km,6.1,震度２
1992/06/16,14:51:04.1,宗谷東方沖,45°27.3′N,142°24.7′E,348 km,6.1,震度２
1990/10/01,04:05:00.9,宮古島近海,24°11.4′N,125°19.5′E,45 km,6.1,震度３
1990/06/16,13:53:40.6,沖縄本島北西沖,27°59.8′N,127°53.5′E,14 km,6.1,震度１
1990/04/12,05:51:13.7,福井県嶺南,35°31.2′N,135°38.3′E,368 km,6.1,震度２
1989/10/27,10:45:55.8,三陸沖,39°49.6′N,143°55.6′E,0 km,6.1,震度２
1988/05/07,10:59:27.0,十勝沖,42°29.2′N,143°51.7′E,93 km,6.1,震度４
1988/01/02,21:42:03.6,上川地方南部,43°13.9′N,142°29.7′E,175 km,6.1,震度３
1987/04/17,04:23:23.3,福島県沖,37°01.8′N,141°39.3′E,45 km,6.1,震度３
1986/11/15,08:04:36.6,台湾付近,23°52.8′N,121°49.0′E,33 km,6.1,震度２
1986/03/24,11:01:28.5,奄美大島近海,28°30.7′N,130°15.7′E,18 km,6.1,震度４
1986/02/12,11:59:31.6,茨城県沖,36°25.2′N,141°04.8′E,44 km,6.1,震度４
1984/05/27,12:39:30.1,奄美大島北西沖,28°44.2′N,128°35.6′E,1 km,6.1,震度１
1983/11/20,09:44:44.8,択捉島南東沖,43°54.0′N,148°13.7′E,20 km,6.1,震度１
